TransactionAmount,TransactionType,MerchantCategory,Location,DeviceType,SpendingDeviationScore,VelocityScore,GeoAnomalyScore,PaymentChannel,Target
156.88,1,2,3,1,1.03,20,0.19,0,1
907.39,0,0,3,2,-1.2,5,0.04,2,0
123.65,1,6,1,2,0.79,4,0.82,3,1
377.44,3,3,0,0,-0.25,11,0.11,1,1
1275.31,0,1,6,3,0.83,19,0.9,0,0
11.36,2,1,6,3,1.52,14,0.15,3,1
18.81,1,6,0,0,0.62,9,0.06,3,1
3.24,1,2,4,3,0.81,13,0.28,1,1
330.83,1,0,4,0,-1.2,13,0.31,2,1
102.55,1,6,1,1,1.59,19,0.76,1,1
266.92,1,6,1,2,0.32,19,0.5,2,1
41.8,3,1,3,0,-0.71,16,0.73,2,1
208.23,1,2,2,0,-0.47,5,0.18,0,1
293.03,3,2,0,0,0.49,15,0.83,2,1
95.88,1,5,4,2,0.48,16,0.65,1,1
1164.96,0,5,5,2,-0.56,7,0.16,1,0
1027.71,0,3,5,0,0.79,7,0.47,3,0
22.37,2,7,7,2,-0.59,4,0.14,0,1
1527.73,0,4,3,3,-1.8,20,0.73,2,0
8.94,2,6,6,0,-0.51,7,0.62,2,1
1222.77,0,5,3,3,-2.73,13,0.25,1,0
102.33,1,1,0,3,-0.37,7,0.82,0,1
90.81,3,1,6,2,0.74,18,0.97,0,1
944.5,0,2,4,2,-0.7,17,0.36,1,0
1061.93,0,1,4,2,-0.89,13,0.81,0,0
1027.04,0,0,7,1,-0.29,12,0.1,2,0
149.15,1,0,0,2,0.54,17,0.45,3,1
1165.46,0,4,7,2,0.27,12,0.02,3,0
37.13,1,3,2,3,0.64,6,0.85,0,1
22.39,2,0,4,1,0.62,10,0.76,1,1
216.12,0,7,4,0,0.1,3,0.59,1,1
394.49,0,3,7,1,-2.07,15,0.19,0,0
169.01,0,1,3,2,0.63,10,0.76,0,1
504.58,3,5,1,1,-1.47,11,0.94,2,1
7.82,2,2,5,0,-0.53,5,0.6,2,1
7.06,2,4,6,2,0.38,7,0.47,2,1
249.64,1,2,4,0,-1.04,14,0.25,0,1
25.52,2,1,6,3,0.35,9,0.27,3,1
268.2,3,0,3,0,0.33,7,0.29,0,1
0.01,3,3,3,0,-0.11,11,0.03,0,1
101.11,1,5,2,2,-0.54,10,0.84,0,1
168.51,3,7,7,2,0.41,11,0.75,1,1
350.32,3,1,5,1,0.79,12,0.41,3,1
537.85,3,7,4,0,-0.37,19,0.93,3,1
34.08,2,1,3,2,0.5,16,0.53,1,1
92.26,1,6,3,0,-0.55,5,0.7,0,1
30.06,2,3,0,3,0.43,20,0.62,0,1
6.4,2,2,1,1,1.73,8,0.52,1,1
733.68,0,4,0,0,-1.01,14,0.28,2,0
426.07,0,0,7,3,1.37,5,0.21,0,0
13.65,2,1,1,0,0.62,8,0.21,3,1
243.13,3,5,5,2,0.76,10,0.62,3,1
154.81,0,5,6,1,1.05,15,0.1,1,1
10.91,2,4,5,3,0.24,10,0.3,1,1
12.59,2,0,6,2,1.05,13,0.16,2,1
427.76,3,0,5,3,-1.99,3,0.45,1,1
24.5,2,3,4,1,1.46,5,0.62,3,1
14.32,2,5,3,0,0.47,18,0.66,3,1
70.71,1,1,3,0,-2.24,9,0.75,3,1
10.89,1,7,1,0,-0.58,6,0.71,0,1
27.14,2,6,2,2,-1.3,8,0.99,0,1
278.76,3,1,1,2,0.23,11,0.49,0,1
11.12,2,0,6,0,1.33,4,0.01,2,1
1714.07,0,2,5,2,-1.02,3,0.38,1,0
448.28,0,1,7,0,-2.39,6,0.74,3,0
1199.29,0,7,2,3,-1.98,4,0.81,0,0
1588.42,0,7,2,1,0.64,11,0.97,1,0
27.81,2,0,3,0,-0.62,2,0.08,0,1
14.3,2,5,6,0,-0.13,6,0.84,0,1
33.78,1,2,6,3,1.17,8,0.15,3,1
66.06,2,1,0,3,0.53,17,0.03,1,1
771.77,3,1,6,1,1.0,20,0.31,3,1
1219.01,0,4,4,1,-0.64,16,0.71,3,0
442.59,3,4,3,0,0.32,4,0.04,3,1
252.27,0,2,3,0,0.78,13,0.88,3,0
648.83,0,0,3,3,1.02,7,0.87,2,0
918.21,0,3,4,0,-0.57,10,0.13,0,0
1742.28,0,4,0,0,0.21,3,0.14,2,0
341.03,0,4,7,3,-0.16,11,0.34,1,0
285.25,3,7,1,1,-0.91,4,0.12,0,1
1598.05,0,0,7,2,0.07,1,0.08,1,0
10.62,2,6,7,2,1.33,2,0.19,1,1
8.36,2,5,2,2,-1.44,8,0.78,0,1
301.23,3,0,0,0,-0.47,5,0.84,0,1
275.79,3,4,5,1,1.2,14,0.83,3,1
449.04,3,7,1,3,-0.43,1,0.34,3,1
82.26,1,6,2,2,-0.69,20,0.49,2,1
26.05,1,3,1,0,0.5,14,0.09,1,1
6.37,2,0,0,1,0.61,15,0.17,3,1
574.36,3,5,2,3,0.74,14,0.03,0,1
124.91,3,4,4,0,0.73,20,0.05,2,1
1377.28,0,6,3,1,-0.27,13,0.72,3,0
60.02,1,3,4,0,0.64,4,0.31,2,1
348.62,0,7,2,2,1.85,12,0.35,0,0
1407.23,0,2,4,1,0.24,6,0.31,2,0
88.89,1,0,2,0,-2.33,3,0.25,2,1
450.4,3,2,0,0,-0.2,4,0.56,0,1
390.95,3,7,4,0,-0.49,16,0.81,3,1
120.09,1,1,0,3,-0.39,13,0.1,2,1
335.5,3,1,0,0,-0.13,19,0.15,0,1
486.03,3,3,4,0,-1.11,6,0.8,3,1
1232.92,0,0,1,2,1.72,5,0.42,2,0
69.54,2,3,5,3,-0.47,1,0.03,1,1
17.54,1,7,3,0,0.84,11,0.14,3,1
105.93,3,6,2,0,1.08,13,0.1,0,1
71.83,1,7,2,2,0.13,6,0.71,3,1
22.32,2,1,1,3,-2.05,14,0.13,0,1
30.76,1,6,2,2,-2.22,20,0.62,1,1
5.68,3,1,5,1,-0.51,20,0.83,3,1
74.76,1,1,6,2,-0.13,7,0.25,0,1
26.64,1,1,5,0,-0.41,2,0.44,0,1
83.2,1,4,2,3,0.17,1,0.67,3,1
261.72,3,3,1,3,-0.68,9,0.69,3,1
102.89,1,6,3,2,0.24,10,0.48,3,1
64.46,1,5,4,2,-0.18,14,0.17,3,1
845.88,0,0,1,0,-0.01,15,0.88,1,0
17.1,1,5,4,3,0.78,10,0.57,1,1
16.27,2,2,6,1,-2.82,6,0.73,1,1
38.03,2,7,3,3,1.23,18,0.85,3,1
347.63,3,5,1,3,-0.26,17,0.05,0,1
1399.2,0,0,2,1,0.07,18,0.5,0,0
326.54,3,2,2,2,-0.56,8,0.32,0,1
23.08,2,3,3,3,-1.24,19,0.95,3,1
86.88,2,3,4,3,0.74,4,0.76,1,1
1276.85,0,5,1,0,1.17,10,0.3,0,0
877.74,0,3,4,3,1.07,19,0.98,0,0
154.07,1,3,6,0,0.41,11,0.73,2,1
287.24,0,5,5,1,1.39,20,0.6,0,0
0.24,1,7,5,1,-1.43,8,0.64,0,1
20.56,2,7,7,1,-0.29,15,0.14,1,1
11.75,2,4,1,2,-0.58,13,0.37,2,1
1015.31,0,4,7,0,-0.05,13,0.16,2,0
20.93,2,4,3,0,-0.54,15,0.02,3,1
89.22,1,3,1,0,-0.64,20,0.32,3,1
10.72,2,3,5,2,-2.66,10,0.06,0,1
39.15,1,7,6,1,-1.2,5,0.46,3,1
1.2,1,4,7,2,0.01,18,0.41,0,1
600.51,3,0,5,3,0.37,3,0.63,2,1
704.96,0,6,6,1,-0.21,11,0.39,1,0
72.94,1,5,0,2,-1.2,20,0.77,1,1
243.36,3,5,0,0,0.32,18,0.93,1,1
59.83,2,0,6,1,-1.0,6,0.57,3,1
463.31,3,0,1,3,1.25,2,0.45,2,1
27.89,2,6,4,3,-0.36,12,0.81,2,1
571.47,0,6,6,2,1.22,19,0.07,1,0
1489.64,0,0,4,1,-0.66,17,0.8,0,0
283.19,3,5,6,1,1.34,20,0.65,3,1
18.56,2,2,1,1,-0.16,17,0.57,3,1
987.72,0,2,1,0,1.23,4,0.03,2,0
341.46,1,4,0,3,1.33,1,0.67,2,1
604.41,3,1,7,1,-0.28,17,0.56,3,1
1302.48,0,1,6,3,0.14,3,0.13,2,0
8.39,3,6,0,2,0.7,6,0.12,3,1
440.32,3,6,3,2,0.42,9,0.9,2,1
1251.59,0,0,3,3,-0.86,17,0.43,1,0
25.26,2,1,0,1,0.21,6,0.24,2,1
547.86,0,2,7,1,-1.15,11,0.57,3,0
704.83,0,5,2,2,0.91,17,0.97,0,0
9.03,2,0,1,1,-0.88,2,0.84,0,1
425.16,3,1,7,1,-0.06,19,0.89,0,1
215.54,3,1,3,0,-0.38,16,0.56,1,1
14.32,1,1,4,1,0.37,7,0.71,2,1
921.17,0,7,2,2,-0.46,5,0.66,0,0
234.17,3,6,0,2,-0.12,15,0.41,1,1
72.86,1,0,3,3,-0.12,6,0.87,2,1
108.25,1,5,7,2,-1.08,9,0.9,2,1
1082.73,0,6,2,3,-0.33,18,0.35,1,0
9.26,2,6,7,0,0.06,12,0.71,2,1
1201.94,0,6,0,0,-0.4,18,0.76,1,0
1364.91,0,3,4,0,-0.61,10,0.35,0,0
1296.25,0,7,6,3,1.64,7,0.87,3,0
15.16,1,7,6,1,-1.01,4,0.36,0,1
37.44,1,0,3,0,-1.1,16,0.58,3,1
137.17,1,3,6,3,0.68,8,0.82,3,1
47.71,1,4,2,2,-2.58,9,0.64,3,1
133.23,3,6,2,2,-0.37,2,0.23,3,1
448.3,3,1,0,1,-1.98,14,0.41,0,1
1821.42,0,3,0,3,-1.14,19,0.1,1,0
35.46,1,6,5,3,-0.54,5,0.76,3,1
16.82,2,3,5,0,1.42,8,0.89,2,1
1710.22,0,5,5,0,0.24,1,0.65,0,0
1395.67,0,7,3,2,-2.19,7,0.22,2,0
241.95,3,7,1,1,1.78,3,0.48,2,1
9.95,2,2,2,0,-0.32,7,0.56,2,1
310.12,3,1,3,2,-0.06,3,0.62,1,1
1414.39,0,3,7,3,-0.82,1,0.46,3,0
1408.42,0,3,7,0,1.6,11,0.85,1,0
1290.86,0,4,4,0,2.49,9,0.07,2,0
1085.08,0,6,2,1,0.53,11,0.59,0,0
18.24,2,6,0,0,0.47,19,0.82,3,1
27.5,2,2,7,3,0.38,3,0.88,1,1
18.97,2,7,5,3,-0.57,4,0.22,1,1
101.04,3,6,4,0,0.92,17,0.05,1,1
1258.95,0,3,4,2,0.1,10,0.74,3,0
1437.37,0,4,4,3,-1.47,19,0.2,2,0
141.81,1,4,6,2,-1.21,4,0.18,0,1
531.83,0,7,3,0,-1.64,5,0.39,0,0
1366.51,0,1,0,0,-0.52,16,0.2,1,0
348.63,3,2,0,1,0.07,14,0.54,0,1
120.62,1,4,3,0,0.57,12,0.53,0,1
57.66,2,3,0,0,1.19,1,0.37,0,1
86.0,1,6,3,1,-1.76,18,0.34,3,1
950.83,0,5,2,0,1.37,17,0.88,0,0
602.9,3,1,4,0,0.93,5,0.81,2,1
91.54,3,1,6,2,1.43,18,0.44,1,1
30.2,1,3,7,2,-0.18,19,0.54,0,1
62.75,1,2,7,3,1.79,16,0.38,0,1
36.15,1,7,3,2,1.01,15,0.42,2,1
605.43,3,2,3,1,0.7,8,0.28,0,1
16.52,2,1,5,1,0.1,7,0.57,0,1
1012.83,0,6,0,3,-2.09,9,0.15,0,0
17.6,2,3,6,0,0.49,13,0.4,2,1
40.01,1,5,2,0,0.22,10,0.41,0,1
16.48,1,6,6,3,0.96,11,0.48,1,1
0.31,1,5,7,2,2.37,17,0.52,3,1
564.55,0,2,6,0,2.12,19,0.72,0,0
73.48,1,7,6,2,-1.14,20,0.44,3,1
333.89,1,6,7,2,1.37,14,0.54,0,1
307.11,3,4,1,3,-0.0,13,0.86,3,1
5.73,1,6,4,3,-0.96,20,0.78,3,1
352.44,3,1,2,0,0.32,15,0.78,1,1
24.1,2,4,7,2,0.9,8,0.75,3,1
1569.05,0,3,5,0,-1.04,11,0.82,1,0
384.59,0,6,6,3,-0.45,11,0.9,3,0
1067.95,0,5,0,2,0.41,1,0.45,1,0
42.02,1,3,2,0,0.27,5,0.01,0,1
468.92,3,1,3,0,-0.3,13,0.17,0,1
1045.71,0,5,2,2,-0.77,13,0.15,1,0
65.42,1,5,2,3,-0.51,18,0.62,0,1
45.56,1,6,1,0,1.23,6,0.85,1,1
985.65,0,2,0,2,0.64,2,0.15,1,0
70.8,1,2,2,3,-0.56,3,1.0,0,1
16.91,2,3,0,3,-0.84,2,0.22,2,1
49.32,1,6,6,0,-0.63,8,0.16,0,1
48.81,1,6,4,3,-1.38,16,0.8,0,1
552.01,3,7,0,0,0.99,2,0.48,2,1
124.31,1,6,7,2,-0.83,9,0.21,3,1
274.38,3,4,2,2,0.36,17,0.52,1,1
1266.23,0,1,2,2,0.98,1,0.62,3,0
17.15,2,4,4,3,0.09,1,0.49,1,1
28.84,2,7,2,3,0.17,12,0.61,3,1
30.09,1,4,0,2,0.89,3,0.49,2,1
44.92,2,4,3,3,-0.38,11,0.99,3,1
57.58,3,4,5,3,1.18,15,0.6,2,1
58.38,2,2,5,3,-0.52,6,0.33,2,1
33.6,2,2,4,0,0.58,3,0.56,3,1
20.11,2,0,3,2,0.3,5,0.87,2,1
55.38,2,1,6,2,-0.16,19,0.22,2,1
5.95,1,6,7,0,-0.15,9,0.3,1,1
20.4,2,4,7,0,0.97,10,0.43,0,1
31.73,2,0,5,3,1.45,12,0.54,3,1
1281.86,0,2,1,2,1.01,6,0.77,1,0
280.58,0,1,1,0,-0.1,7,0.3,3,0
60.61,2,1,7,3,0.76,1,0.67,3,1
111.79,1,5,1,3,-0.92,17,0.2,1,1
79.26,3,7,5,2,-0.68,5,0.97,3,1
742.22,0,1,6,2,-0.16,12,0.67,1,0
944.11,0,6,1,0,-0.63,11,0.06,2,0
1072.41,0,1,3,2,-1.69,11,0.05,3,0
22.55,1,7,3,2,2.32,2,0.63,0,1
357.66,3,7,3,3,1.01,10,0.49,0,1
104.76,1,4,6,1,-0.12,13,0.85,3,1
1518.26,0,5,7,2,1.01,13,0.46,0,0
593.55,0,7,4,0,2.02,8,0.76,0,0
937.35,0,7,4,1,-0.84,4,0.28,0,0
19.26,2,3,4,3,-1.06,18,0.41,2,1
7.53,2,5,2,1,-0.3,3,0.52,1,1
17.44,2,3,2,1,-1.38,8,0.93,1,1
334.11,3,7,0,2,-0.02,2,0.05,1,1
396.61,1,0,5,3,0.66,11,0.53,0,1
552.39,3,6,3,1,-0.9,18,0.89,0,1
1813.17,0,7,5,2,0.32,18,0.77,1,0
301.6,3,5,1,0,0.4,5,0.51,0,1
67.97,3,5,6,1,0.16,19,0.94,1,1
52.81,2,6,0,0,0.99,12,0.39,1,1
111.78,3,0,4,3,0.24,7,0.89,0,1
10.07,1,4,6,0,0.85,3,0.24,2,1
54.24,2,2,3,2,1.79,16,0.46,2,1
48.13,2,3,3,1,1.55,5,0.76,0,1
25.09,1,1,7,1,0.82,9,0.77,2,1
646.75,3,7,7,2,-0.8,13,0.98,1,1
1147.24,0,0,4,1,-0.82,19,0.74,1,0
84.98,3,0,3,2,-2.22,1,0.15,0,1
87.5,1,4,4,0,0.47,1,0.94,3,1
237.94,3,7,1,1,1.2,20,0.9,1,1
1393.05,0,0,1,2,-0.23,19,0.34,1,0
504.81,3,5,3,0,0.24,13,0.66,0,1
479.41,3,1,3,2,-0.1,18,0.75,2,1
20.71,2,1,7,2,-0.51,16,0.05,1,1
21.15,1,5,0,1,-1.56,15,0.63,1,1
32.39,2,7,2,0,-0.55,14,0.26,1,1
27.57,1,4,4,0,-0.18,7,0.27,2,1
113.15,1,2,6,1,1.4,14,0.4,1,1
10.37,2,5,7,0,1.29,12,0.46,1,1
58.31,2,7,7,2,0.3,15,0.76,0,1
75.79,1,4,1,1,-0.43,3,0.6,2,1
1631.03,0,1,5,3,0.79,9,0.37,1,0
1231.48,0,3,6,1,1.81,11,0.98,2,0
341.54,3,6,4,0,1.36,12,0.98,3,1
1082.57,0,6,4,3,1.66,14,0.59,1,0
632.26,3,4,3,0,0.69,2,0.87,3,1
76.05,3,3,5,1,-1.14,6,0.86,2,1
389.08,1,1,3,2,0.64,20,0.2,2,1
487.95,3,3,0,2,0.54,6,0.28,2,1
502.93,0,0,3,0,1.01,9,0.36,0,0
11.19,2,7,6,0,1.24,8,0.44,2,1
29.61,2,0,3,3,0.36,15,0.89,1,1
47.42,0,4,4,3,1.69,9,0.21,3,1
20.96,2,1,7,3,-0.28,2,0.6,0,1
725.49,0,3,2,2,-0.69,4,0.82,0,0
129.62,1,2,5,0,-1.08,6,0.73,0,1
1414.49,0,5,4,3,0.56,4,0.48,2,0
31.63,1,1,6,3,-0.21,12,0.89,0,1
117.16,1,5,1,0,-0.53,19,0.31,2,1
100.57,2,2,2,0,1.24,14,0.83,3,1
400.76,3,2,3,3,-0.1,6,0.31,2,1
18.06,2,6,0,2,-1.53,4,0.98,2,1
104.68,2,7,2,2,0.98,3,0.78,2,1
26.36,2,5,4,2,0.62,13,0.64,0,1
1210.29,0,5,4,0,1.09,14,0.5,1,0
355.41,3,6,6,2,2.13,9,0.52,2,1
285.13,3,6,4,3,-0.01,20,0.04,2,1
630.84,3,1,4,2,0.53,16,0.79,3,1
254.94,3,0,5,0,1.03,4,0.7,1,1
13.4,2,1,4,0,-0.46,13,0.33,1,1
145.04,1,6,3,1,0.43,7,0.22,1,1
217.29,3,6,7,3,0.16,17,0.12,3,1
601.42,0,4,1,3,-1.3,16,0.07,2,0
893.45,0,0,0,1,-0.15,2,0.04,0,0
439.61,3,3,6,3,-0.44,5,0.44,2,1
538.93,0,3,4,0,0.08,11,0.38,1,0
481.76,3,1,6,0,-0.85,15,0.49,0,1
97.73,1,4,5,1,1.68,4,0.19,2,1
696.45,3,5,2,3,-0.28,2,0.45,0,1
301.5,3,0,5,1,-1.41,16,0.75,1,1
602.52,3,5,5,1,-0.6,11,0.13,1,1
15.07,2,1,4,1,0.04,16,0.29,0,1
320.77,0,4,5,1,0.65,7,0.51,3,0
1049.59,0,7,6,2,-2.08,5,0.16,2,0
546.18,3,6,0,2,1.08,9,0.78,1,1
284.22,3,7,5,2,0.54,1,0.04,0,1
118.02,1,0,6,3,0.37,4,0.04,3,1
25.03,2,6,1,3,0.55,20,0.54,3,1
213.56,3,6,1,1,0.34,16,0.67,1,1
44.82,3,7,3,2,-0.74,6,0.25,2,1
10.51,2,7,2,1,-0.89,7,0.65,2,1
817.75,0,4,0,1,0.18,7,0.17,2,0
124.1,1,2,4,1,-0.27,2,0.26,1,1
15.67,2,3,7,1,0.9,10,0.59,2,1
18.72,2,0,7,3,2.44,2,0.15,3,1
411.76,3,2,3,2,0.03,19,0.51,2,1
1084.92,0,3,5,1,-0.84,17,0.65,1,0
9.52,1,4,2,3,-1.0,4,0.03,0,1
13.38,2,2,1,1,-1.53,5,0.37,3,1
1025.56,0,7,6,0,-0.55,2,0.78,1,0
21.72,2,0,1,0,-0.74,16,0.73,1,1
340.35,3,4,3,0,-1.83,3,0.71,2,1
131.94,1,2,5,3,0.09,8,0.87,0,1
523.93,0,2,7,2,-0.4,18,0.61,2,0
25.92,2,3,5,3,0.61,2,0.01,3,1
57.98,2,5,7,2,0.6,4,0.83,0,1
91.44,3,3,1,2,0.14,3,0.43,2,1
463.65,3,2,1,0,0.54,16,0.46,1,1
683.55,0,3,2,0,-0.75,8,0.28,0,0
45.48,1,1,5,0,-0.25,8,0.2,1,1
1183.15,0,6,7,1,-2.55,19,0.58,3,0
16.04,2,2,5,3,0.19,10,0.1,0,1
221.31,1,2,2,2,0.6,8,0.49,0,1
116.05,3,1,1,1,-0.65,4,0.8,0,1
1224.17,0,3,0,0,-1.86,20,0.25,2,0
49.67,2,5,3,3,-0.96,19,0.38,0,1
475.81,3,0,4,2,0.21,14,0.16,0,1
120.83,1,7,7,1,0.87,10,0.61,1,1
21.23,2,5,4,1,-0.21,18,0.81,3,1
52.4,0,0,4,3,-1.75,20,0.34,2,1
111.83,1,5,6,3,-1.0,3,0.91,1,1
694.41,3,4,3,0,-0.85,10,0.51,0,1
1206.01,0,7,3,3,-1.04,3,0.17,1,0
498.47,3,0,5,1,0.58,5,0.01,1,1
686.03,0,5,5,2,-1.45,17,0.17,3,0
123.7,1,6,3,2,-2.0,9,0.11,1,1
37.84,1,4,6,1,1.06,4,0.79,3,1
7.85,2,4,1,3,-1.22,16,0.36,2,1
33.17,1,2,0,1,0.51,16,0.13,3,1
496.29,0,5,5,0,-0.87,10,0.26,1,0
15.86,2,5,2,3,2.01,16,0.5,3,1
583.08,3,0,3,0,2.29,4,0.29,1,1
2127.91,0,4,6,2,1.22,3,0.12,0,0
1217.38,0,7,6,1,0.57,9,0.58,1,0
6.82,2,6,7,2,-1.62,4,0.72,3,1
257.79,3,7,7,0,-0.74,13,0.05,0,1
164.26,1,4,1,0,0.07,2,0.14,0,1
214.79,1,0,3,1,-0.07,2,0.94,2,1
944.59,1,5,4,0,-1.97,14,0.48,3,0
0.01,3,5,0,0,0.65,3,0.16,3,1
176.52,3,7,7,3,-0.56,16,0.26,0,1
1592.81,0,2,6,2,-0.44,19,0.88,2,0
301.26,3,2,1,0,-1.94,5,0.49,1,1
257.33,1,3,6,3,2.07,17,0.01,3,1
166.25,1,7,6,3,-0.59,5,0.63,3,1
11.01,2,7,2,2,-0.52,3,0.59,0,1
644.17,3,0,0,0,-1.29,17,0.21,2,1
9.48,2,5,7,2,0.09,11,0.94,1,1
266.66,3,2,0,1,-2.41,8,0.19,0,1
723.62,3,6,6,0,-0.73,12,0.63,1,1
72.69,3,7,7,2,1.85,11,0.35,1,1
58.77,3,6,5,0,1.71,16,0.59,1,1
72.44,3,3,4,1,0.86,9,0.98,0,1
1766.73,0,0,4,1,0.66,8,0.32,0,0
1456.04,0,6,4,3,-0.11,14,0.87,2,0
10.44,2,7,7,0,-0.17,2,0.63,2,1
116.88,1,2,1,0,-0.39,16,0.77,2,1
23.2,1,5,3,2,-0.11,2,0.23,2,1
564.39,0,5,7,2,0.52,10,0.92,1,0
107.38,3,7,6,2,1.07,20,0.27,1,1
70.98,1,2,5,2,-1.23,19,0.83,3,1
116.03,3,3,3,1,-1.54,17,0.86,1,1
31.2,2,1,7,0,0.79,9,0.49,1,1
1112.97,0,0,0,3,0.3,20,0.63,0,0
458.53,3,4,2,1,-0.64,18,0.86,2,1
1006.16,0,5,3,2,1.32,13,0.94,0,0
45.69,1,4,3,0,-1.95,7,0.54,0,1
912.75,0,0,7,2,1.18,7,0.74,2,0
100.01,1,0,3,3,-0.02,8,0.85,3,1
16.86,2,6,1,0,0.81,4,0.65,2,1
3.56,2,5,5,0,0.32,16,0.59,2,1
412.77,3,5,7,2,-1.19,12,0.79,0,1
216.97,0,1,1,2,-1.57,6,0.58,3,1
11.21,2,7,0,2,-0.0,2,0.99,2,1
576.41,0,4,2,0,-0.17,20,0.35,1,0
18.1,1,0,1,3,-1.38,14,0.69,2,1
45.83,3,6,5,0,-1.22,18,0.17,0,1
30.72,1,4,3,0,-0.05,11,0.78,2,1
56.73,1,7,4,1,1.9,2,0.82,1,1
391.01,3,7,5,1,1.23,1,0.47,0,1
176.82,1,7,0,1,-2.71,20,0.09,3,1
517.8,3,7,7,0,-2.0,9,0.46,0,1
781.82,0,7,1,3,0.16,1,0.65,2,0
208.25,3,4,1,3,1.29,13,0.59,1,1
536.48,3,3,5,3,0.36,10,0.76,3,1
98.88,1,6,2,0,0.13,2,0.88,2,1
30.06,2,6,2,0,-0.61,16,0.67,1,1
12.87,2,1,3,3,-0.26,19,0.74,2,1
603.04,0,7,2,0,0.47,1,0.8,1,0
574.53,0,1,2,2,1.03,13,0.43,0,0
863.75,0,5,0,2,0.21,5,0.99,0,0
665.75,0,2,3,0,-0.94,12,0.58,1,0
360.56,0,6,3,2,0.37,14,0.32,2,0
88.85,1,0,6,2,0.38,4,0.42,1,1
7.81,1,6,4,2,-0.18,9,0.14,2,1
181.95,3,0,7,1,-0.83,5,0.63,1,1
9.15,1,7,5,2,1.69,16,0.61,3,1
1143.83,0,4,7,1,1.69,4,0.51,3,0
891.14,0,6,5,0,-0.18,17,0.96,2,0
149.4,3,6,6,1,0.47,11,0.25,3,1
188.62,1,7,0,1,-0.11,4,0.99,0,1
1172.57,0,4,0,2,-0.52,18,0.57,2,0
119.45,1,4,3,0,0.2,20,0.92,2,1
199.94,1,4,6,1,-0.68,11,0.18,1,1
922.62,3,2,7,0,-0.27,4,0.76,3,1
108.79,1,0,3,2,0.23,10,0.38,2,1
476.95,0,0,3,3,-1.07,13,0.01,2,0
70.77,2,5,0,0,-0.11,12,0.01,1,1
34.81,2,7,2,0,-0.18,17,0.36,3,1
119.96,1,4,6,0,-0.32,6,0.81,2,1
136.56,1,6,0,1,-0.8,7,0.65,2,1
428.66,3,0,6,1,0.72,2,0.74,1,1
130.34,1,4,3,3,0.2,12,0.53,3,1
296.87,3,0,2,3,0.61,6,0.35,1,1
936.02,0,0,6,0,-1.36,6,0.35,1,0
239.27,3,0,7,1,-0.8,12,0.18,3,1
121.25,2,1,0,3,-0.0,10,0.96,1,1
533.04,3,6,7,0,0.59,10,0.23,2,1
682.76,0,6,0,2,-0.27,17,0.03,2,0
1279.34,0,5,1,2,0.75,19,0.4,1,0
85.04,3,2,4,2,0.83,16,0.15,0,1
97.37,1,6,6,0,-0.89,9,0.97,3,1
881.23,0,1,5,1,2.65,6,0.58,3,0
306.47,0,6,3,2,-0.07,19,0.64,1,0
433.89,0,0,0,1,-0.23,11,0.94,1,0
853.16,0,0,2,2,-0.79,17,0.95,1,0
250.14,3,4,0,0,2.04,8,0.66,0,1
1215.51,0,3,4,3,-0.22,11,0.96,2,0
28.27,2,2,3,2,-0.21,12,0.84,0,1
37.12,2,2,5,2,0.39,15,0.12,3,1
875.46,0,2,7,1,0.81,16,0.13,0,0
425.71,3,7,7,2,0.22,7,0.69,2,1
324.11,3,4,2,0,-0.25,18,0.51,3,1
5.65,2,4,6,1,0.05,13,0.56,0,1
493.42,3,4,2,3,-0.43,5,0.41,0,1
101.99,1,4,7,3,-1.24,7,0.77,1,1
509.53,0,6,6,1,0.63,20,0.83,0,0
1319.78,0,2,2,1,-0.7,5,0.76,1,0
214.18,3,6,5,3,0.08,11,0.44,1,1
1667.12,0,4,3,1,-1.36,9,0.46,2,0
0.96,1,5,7,3,0.26,17,0.21,2,1
306.03,3,2,6,2,0.94,10,0.17,1,1
189.7,1,3,5,2,1.21,10,0.85,0,1
1126.75,0,5,2,1,-0.0,13,0.21,3,0
284.96,3,5,2,0,-0.53,19,0.52,3,1
62.72,1,1,5,1,-0.67,16,0.47,0,1
284.69,3,3,2,0,0.35,14,0.45,2,1
311.35,3,3,5,2,-0.13,18,0.01,1,1
701.27,0,7,1,1,0.72,16,0.48,1,0
10.95,2,7,4,3,-0.7,3,0.92,2,1
1085.76,0,4,3,0,2.02,19,0.48,3,0
864.49,0,5,6,0,0.21,17,0.36,3,0
122.53,1,6,1,1,0.08,19,0.25,0,1
1569.59,0,5,5,0,1.11,6,0.09,3,0
941.36,0,3,6,0,-1.58,12,0.48,3,0
1237.51,0,3,2,2,0.06,20,0.29,3,0
12.29,2,5,5,0,0.5,15,0.7,0,1
62.45,2,4,1,0,1.52,8,0.34,3,1
12.01,2,3,2,3,0.56,14,0.0,3,1
62.42,3,0,7,0,-0.61,3,0.08,3,1
189.31,3,0,7,2,0.85,5,0.86,2,1
945.73,0,1,7,2,-0.77,13,0.11,1,0
0.01,0,1,7,2,-0.31,15,0.28,1,1
18.24,2,2,4,1,0.8,5,0.03,3,1
519.44,3,3,6,2,0.31,1,0.99,0,1
9.48,2,1,0,1,-1.73,11,0.57,0,1
306.35,3,6,0,3,0.78,13,0.82,2,1
